Gu. two lions ramp. arg.	Ambridge.
Gu. two lions ramp. addorsed arg.	Rogers, V.
Gu. two lions ramp. combatant arg.	Winstanton, co. Chester.
Gu. two lion ramp. comb. supporting a tower arg.	Kelly, Newtown, co. Galway.
Gu. on a mount vert two lions ramp. supporting a tower arg.	Kelly, Castle Kelly, co. Galway.
Gu. two lions ramp. comb. supporting a dexter hand couped at the wrist and erect arg.	King, Earl of Kingston. And with a crescent for diff. King, Viscount Lorton.
Gu. two lions ramp. combatant conjoined under one head guard. arg.	Kellam or Kellum.
Gu. two lions pass. erm.	Fellbridge or Fellbrygge, co. Gloucester. Sir Robert de Felton, co. Gloucester; temp. Edward III, V. Sire Robert de Feltone, N. Le Sr. de Felton, T. William Felton, Y. Monsire Felton, Y. Folton.
Gu. two lions pass. erm. in chief a mullet or for diff.	Sire Roger de Feltone, O.
Gu. two lions pass. erm. crowned or.	Felton, co. Gloucester; Felton, Northumberland; and Playford, Suffolk; Baronetcy 20 July 1620, extinct 18 November 1719; the heirs m. Hervy and Platers. Sir John de Felton, the son, L. Sire Johan de Feltone, N. Sir William Felton, Q.
Gu. two lions pass. erm. ducally crowned or a mullet for diff.	Nicholas Felton, Bishop of Bristol, Ely 1619-28.
Gu. two lions pass. erm. crowned or armed az.	Sir William Felton, Q.
Gu. two lions pass. guard. erm.	Sorrell, Waltham and Stebbings, Essex; and Ipswich, Suffolk. Sorrell, France.
Gu. two lions pass. or.	Bromeswike or Bromeswey. Patwarden. Pedwarden, co. Hereford. Petwarden, co. Lincoln. Sir Walter de Petwardyn, V. Wat de Pedwerdin or Pedwordin, E. William de Pedwordon, F. M. Waut Pedwardyn, S. Thomas Pedwardyn, Y. Monsire Pedwardin, Y.
Gu. two lions pass. or a label of three points az.	M. Robert Pedwardyn, S.
Gu. two lions pass. guard. or.	Bays. Brunswick, Z, 871. Catzenellenbogen, Z, 606, 679; but this coat is really for Dietz. Catesnelbogen Catsenelbogen Catsznellage or Katznellogen. Richard de Dovre, B. Delamare. Richard fitz le Reg, A, Harl. MS., 6137, fo. 89, b, and attributed to William I and II, Robert duke of Normandy, Henry I, the Empress Maud, Stephen, Henry II until his marriage 1151 with Eleanor of Aquitaine, and John Plantagenet while Lord of Ireland and Earl of Mortaigne, Z, 1, --59; attributed with the lions two the sinister side) to Richard I, Ducarel, Antiquities, p. 30. Fulke Talbois, Earl of Anjou. Harecourt, V*. Longspee, Normandy. Marshall. Duke of Normandy, V. Richard Pipe, Yerdington, m. the daughter of Harecourte, V. Pype, V*. Geoffry Rufus, Bishop of Durham, 1133-40. St. Valory, Normandy. Richard de Varen, Z, 76.
Gu. two lions pass. guard. or a baton az.	Attributed to Reginald Fitz-Roy, or de Dunstanvile, Earl of Cornwall, ob. 1176, Z, 50.
Gu. two lions pass. guard. or a bendlet sinister ....	Geoffy Plantagenet, Bishop of Lincoln 1173-82, Archbishop of York 1191-1212; Add. MS..12443.
Gu. two lions pass. guard. or depressed by a sword erect palewise arg. hilted or.	William Longespe, Duke of Normaudy, V. Longespee.
Gu. two lions pass. guard. or armed and langued az.	Brunswick, Z. 575, 875.
Gu. two lions pass guard. or collared sa.	Delamare, co. Hants.
Gu. two lions pass. reguard. or.	Acle, co. Devon.
Gu. two lions ramp. in fess or.	Orby.
Gu. two lions ramp. combatant or.	Attributed to Richard I while Earl of Poitou, Z, 73, 81.
Gu. on a mount vert two lions ramp. or supporting a tower arg.	O'Kelly, Ireland
Gu. two lions ramp. supporting a tower triple towered or.	O'Kelly, Ireland.
Gu. on a mount vert two lions ramp. supporting a tower triple towered in the port a portcullis or.	Town of Northampton.
Gu. two lions ramp. combatant under one head guard. or crowned az. the tails coward and reflexed over the back.	Comberton, V. John Northampton, Lord Mayor of London, 1381-2, Harl. MS., 1349, fo. 9.
Gu. two lions sejant under one head guard. or crowned az.	Comberton.
Or two lions pass. az.	Erdington, co. Salop. Erdington, co. Warwick, temp. Henry VI. Attributed to William Fetz-Aculph, Lord of Dudley, temp. William I, who was succeeded bay Paganel Paganell or Painel; seal of Gervase Paganell, 1187, Monasticon, v, 204; by marriage with whose heiress John de Somery had the manor of Dudley. Robert de Somerye, A. Roger de Sumeri, A, Harl. MS., 6137; or Somery, B, C; or Someri, E; or Somerby, F. Sir Johan de Sumeri, J; or Someri, N. Roger Somery, Y. Sir .... de Somery, co. Warwick, temp. Edward I, V. John de Sutton, by marriage with the eldest coheir of Somery, obtained 1332-42, the manor of Dudly, and founded the family of Sutton alias Dudley barons of Dudley extinct in the male line 1643; the heiress m. Ward; the barony fell into abeyance 1757. William Dudley, Bishop of Durham 1476-83 quartering (for Sutton) arg. a cross patonce az.; seal in Surtees, Durham. Dudley, co. Stafford. Percivall. Sleswick, Z, 554.
Or two lions pass. counterpass. az.	Legge, Legges, Tunbridge, Kent; quartered by Beebee.
Or two lions pass. az. langued gu.	Paganell, quartered by Sutton, baron Dudley, U.
Or two lions pass. guard. az.	Dabytot. Gomery, V. Gourby, co. Bedford. Gonorey. Gundry. Somery, V.
Or two lions couchant gu.	Bredwardine, co. Brecknock.
Or two lions couchant coward the tails reflexed over the back gu.	Sir Walter Bredwarden (?).
Or two lions pass. gu.	Sir Brian de Brampton, V. Brian de Brompton, Y. Brian de Bramptone, E, F. Brian de Bointon, E. Harl. MS., 6137. Frandolph or Frandolfe. St. Peere. St. Walary, co. Oxford, V. St. Walery, V*. Sire Richard de Seint Waly, N. Strange, Norfolk.
Or two lions pass. gu. a label of five points az.	Wat de Bronton, F. The label sa. Wat de Bromtone, E.
Or two lions pass. gu. over all a baton sa.	Joan de Bromtone, E.
