Arg. three escu. voided gu.	Bagway; see ORLE.
Arg. three escu. sa.	Loudham, Lowdham, co. Suffolk, temp. Edward III. Rauf de Loudham, Y. Sire Johan de Loudham, N. Sr. John Loudham, Suffolk; temp. Edward I., V. Loudon. Lowder. Lowdham, quartered by Bleverhassett. Sudham. And with a label of three points gu. Londham (? Loudham), Norfolk.
Arg. three shields in fess sa.	Curren, Scotland.
Arg. three escu. vert.	Hay, Brokesmuth, Scotland; the heiress m. Home. Hume, Broxmouth; quartered by Home.
Az. three escu. arg. quarterly with three phœnix's heads erased or.	Company of Painter Stainers, London. Company of Pointers, Exeter.
Az. three escu. or.	Bechton, W.
Barry of five erm. and gu. over all three escu. or.	Sir .... de Hall, V.
Barry of eight arg. and az. three escu. erm.	Maskall, Kent, W.
Barry of eight erm. and gu. three escu. arg.	Hall, co. York, 1730.
Barry of eight gu. and ... three escu. arg.	Hall, Cilgwyn, co. Cardigan; and Greville House, Middlesex, a cadet of Fitzwilliam of the Hall, Hall Place, Norfolk; quartering gu. on a chev. arg. betw. three talbot's heads ppr. collared or and langued gu. as many blue bells ppr.
Barry of eight or and az. three escu. erm.	Maskall, V*. Mascall, Kent.
Barry of nine or and az. three escu. erm.	Mascall, Harl. MS 4108, fo. 60.
Barry of eleven erm. and gu. three escu. or.	Halhead. Hall, Ipswich, Suffolk, confirmed 1587; Coggeshall, Essex; and co. York. And with a mullet for diff. Hall, Barkham, co. Berks; and co. Oxford.
Barry of twelve (? erm.) and (? gu.) three escu. (? or).	Thomas Halle, Thannington, Kent, 1485.
Barry of thirteen gu. and erm. three escu. or.	Aula or At-Hall, Herne, Kent; Add. MS.
Barruly erm. and gu. three escu. or.	Hall.
Erm. three old escu. ermines.	Henry Bromley, V.
Erm. three escu. gu.	Ackey. Hay, Lies, Scotland. Hay, Leys, co. Perth; and Randerston, co. Fife; quartering Balfour.
Erm. three escu. gu.	Hayes, Great Badgebury, Kent; granted 1649.
Erm. three escu. sa.	Bromley, Herald to King Richard III. Bromley, W.
Gu. three escu. arg.	Bacon. Charney. Joan le Fitz-Simon, E. Fitz Simonds. Fitz-Symon, Essex. Fitz Symon, V. Hugh Fitz Symon, Y. Temperley or Timberley. Timporley. Sir .... Tymperley, R; V.
Gu. three escu. one in the sinister point rebated arg.	Charner.
Gu. three escu. erm.	Thomas Gerard, Y. Gerbridge. Sr. William Germyn, V. Germine. Jermy. Tremayne.
Gu. three escu. erm. a mullet arg.	William Germyn, Y.
Gu. three escu. or.	Chipper. Esteven de Mountjoye, A. Stewyn, V*. Stewin de Montjoye, W. Stokes.
Or three escu. barry of five vair and gu.	Will. de Munchanesi, F.
Or three escu. barry of six vair and gu.	William Monchansi, E, Harl. MS. 6137; but de Monchanesi, G; and de Monchensi, A, Harl. MS. 6137. Monchensey, 1730. Monchensy. Montchancy or Montchansey. Sr. Montchensey, V. William Munchancey, E. Munchensi or Montechensi. Stalworth, V.
Or three escu. barry of seven vair and gu.	William de Munchense, A, Ashmol. MS.
Or three escu. barry vair and gu.	Warrin de Monchensy, R. Warin de Mont Chesy, C. Waryn de Mounchensy, P. William Mounchensy, Y.
Or three escu. bendy vair and gu.	Waryn de Monchensy, Y.
Or three escu. gu.	Davillers, Suffolk.
Or three escu. masculy vair and gu.	Sire William de Monchensi, N.
Or three escu. paly of six arg. and gu.	Raufe Monchessy, W.
Or three escu. vair.	M. William de Monchensy, D.
Or three escu. vairy gu. and arg.	Mounchensey.
Or three escu. vairy gu. and of the first.	Mounchensy.
Sa. three escu. arg.	John Mornsby, W.
Arg. three escu. gu. in chief a pair of ox yokes or.	Hay.
ARg. three escu. gu. within a bordure engr. az. charged with as many 5-foils or.	Hay, Fosterseat, Scotland.
Arg. three escu. gu. within a bordure engr. az. semy of 5-foils as the first.	Hay, Muntau, Scotland.
Arg. three escu. gu. within a bordure indented az. carged with eight 5-foils of the first.	Hay, Lethim, Scotland.
Arg. three escucheons gu. within a bordure chequy of the second and first.	Hay, Melginch, and Pitfour; derived from Hay of Leys, and ancestor of the Earls of Carlisle and Kinnoul. Hay, Seggieden, co. Perth; descended from Hay, Pitfour, quartering Nairn, and for difference in the center of the quarters a bull's head couped gu.
